customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
C01021,21.0,Male,East,Master,Salaried,77975.42451601698,16754.31335404531,Business,654.9786387519279,Fair,54.0,0.8362494571088933,2016-01-04,0
C01022,73.0,Female,West,Bachelor,Unemployed,65079.82120982632,1000.0,Business,659.7160028915073,Good,41.0,0.5045942618585948,2021-09-19,0
C01023,42.0,Female,North,Master,Salaried,63798.378905654645,21952.256501639822,Home,638.9266115047188,Good,52.0,0.7428213081699291,2015-08-01,0
C01024,20.0,Female,East,High School,Unemployed,42990.88216583512,23958.010052174996,Auto,486.92429550292434,Fair,63.0,0.6338742552392876,2020-11-26,0
C01025,49.0,Male,West,Bachelor,Student,69299.07057146086,21846.767292337136,Business,735.1613633614865,Good,34.0,0.46273320010291696,2015-06-26,1
C01026,20.0,Male,North,High School,Unemployed,50552.11185068931,25043.114914764457,Home,679.8142123920258,Poor,40.0,0.7706911114212596,2020-09-15,1
C01027,44.0,Male,West,High School,Self-Employed,86742.04411051037,22581.1761597042,Education,558.7754415629704,Good,42.0,0.18938525018968638,2020-01-02,1
C01028,46.0,Male,North,Bachelor,Self-Employed,43919.993392783406,27301.521140622168,Auto,757.0862464454328,Good,42.0,0.5940371847119258,2019-09-09,0
C01029,49.0,Female,East,High School,Unemployed,71720.9930889612,10541.377939679669,Education,605.7515098840422,Poor,36.0,0.13944914376658715,2016-07-23,0
C01030,67.0,Female,West,Bachelor,Business,58484.42172154409,6031.731910970788,Home,641.9173248006033,Fair,51.0,0.23274375859147228,2017-08-19,0
C01031,68.0,Female,East,Bachelor,Self-Employed,71658.03938253412,8386.783900125265,Auto,726.7681696676191,Good,,0.6090425917994627,2017-09-13,0
C01032,36.0,Female,South,Bachelor,Student,63542.4884434232,11878.41633120813,Personal,666.5104518792192,Good,47.0,0.3614656921095325,2015-06-10,0
C01033,38.0,Male,North,High School,Self-Employed,44549.9437420046,40219.56153595149,Personal,750.1531881436924,Good,43.0,0.3231037404343937,2023-02-09,0
C01034,22.0,Male,West,High School,Student,92344.63158818608,11966.876216774845,Personal,623.5923875717908,Good,52.0,0.9124628882590353,2020-05-21,0
C01035,35.0,Male,South,Bachelor,Salaried,42820.778777374915,14782.29074409178,Business,776.8379908460251,Fair,50.0,0.411019779455457,2015-03-16,0
C01036,45.0,Female,North,nan,Salaried,81064.35722886655,17656.896691030066,Personal,591.6647825125608,Good,43.0,0.5800302496919354,2018-05-07,1
C01037,59.0,Female,East,High School,Self-Employed,22540.50350887337,16432.520087621226,Business,748.8216746982214,Good,62.0,0.5541114555861885,2020-09-15,0
C01038,39.0,Female,South,High School,Salaried,57776.949685931286,38152.10056037539,Business,480.1168085825452,Good,49.0,0.15271565966728584,2019-09-10,0
C01039,38.0,Male,North,Master,Business,103229.65308676752,2743.9511762053517,Home,567.4855961499387,Good,46.0,0.6731343776064276,2022-02-08,0
C01040,23.0,Male,North,High School,Salaried,58113.78836587977,41853.71733284947,Personal,672.3474603866989,Good,41.0,0.5359661217202413,2018-12-18,0
C01041,18.0,Female,North,Master,Student,67411.82052835524,21446.94213193085,Auto,619.966593039267,Good,56.0,0.42420454927852214,2021-10-21,1
C01042,22.0,Male,East,Bachelor,Salaried,,29614.85650709169,Business,644.3938535073078,Fair,54.0,0.15611429365632135,2020-01-30,0
C01043,58.0,Female,East,Bachelor,Salaried,61429.4238010146,20203.690549462906,Home,653.1238190120533,Good,35.0,0.34906188723870735,2016-12-10,0
C01044,29.0,Female,East,Bachelor,Salaried,71475.15398141628,28152.691015015724,Business,560.6823043904709,Good,53.0,0.8514810694350994,2018-10-28,0
C01045,43.0,Female,West,High School,Self-Employed,80115.9721137389,10556.404094546018,Auto,566.3052788845574,Poor,46.0,0.24765466731134875,2020-01-19,1
C01046,63.0,Male,West,Bachelor,Salaried,30507.683801677485,6450.272292865564,Auto,667.4091536606315,Fair,34.0,0.2864335937888778,2023-03-17,0
C01047,51.0,Male,East,Master,Salaried,52862.20371751409,45931.2101769616,Personal,600.0250286133665,Good,31.0,0.27449992640930565,2021-03-22,0
C01048,66.0,Male,North,Master,Business,68246.7666816287,39134.71558706324,Business,750.5775394220876,nan,39.0,0.8571840963683085,2020-06-13,0
C01049,31.0,Male,East,Bachelor,Salaried,25103.550500836856,9462.216453700175,Auto,635.6039633425412,Poor,59.0,0.6949961603105778,2022-11-19,0
C01050,43.0,Male,South,Master,Salaried,99245.1136298148,27165.471527344627,Education,703.9063432330123,Good,41.0,0.8495666035965818,2016-11-24,0
C01051,62.0,Female,East,High School,Business,83910.36370131111,31578.769144756472,Auto,683.2138751980331,Fair,46.0,0.8766845248953081,2019-05-20,0
C01052,44.0,Female,East,Bachelor,Salaried,80187.08900042016,26601.88239857944,Auto,,Good,43.0,0.8887724048859063,2019-06-27,0
C01053,26.0,Male,South,Bachelor,Salaried,97999.9112129918,17916.72434206088,Business,501.47534097857204,Good,44.0,0.512858270908938,2021-10-13,0
C01054,43.0,Male,West,Master,Salaried,83081.14951042994,40244.993192824186,Auto,738.8706025715785,Good,43.0,0.5047902733997784,2020-07-14,0
C01055,74.0,Male,North,Bachelor,Salaried,59252.73993379844,26876.626237950153,Home,576.5818192477143,Good,43.0,0.8045844142182517,2021-01-26,0
C01056,64.0,Male,East,Bachelor,Self-Employed,24193.91026511579,10720.96334240932,Auto,,Good,46.0,0.382137673029183,2022-04-25,0
C01057,74.0,Female,North,Master,Salaried,47969.702458223386,16131.136988617927,Education,638.686816882507,Fair,37.0,0.11887946009193512,2015-04-03,1
C01058,39.0,Male,West,Bachelor,Unemployed,48694.066673187874,9300.23045376108,Auto,646.1741323922239,Good,42.0,0.38181555946302237,2017-04-03,0
C01059,64.0,Male,North,High School,Unemployed,80469.70775340314,18926.031485511798,Personal,722.1468996904264,Poor,47.0,0.7088977808445424,2015-01-15,1
C01060,73.0,Male,North,Bachelor,Salaried,67022.36062454288,18602.54585532504,Business,650.4368043442457,Fair,58.0,0.2050719438702589,2021-05-22,0
C01061,47.0,Female,South,Bachelor,Student,25863.170942146033,27553.626158684718,Education,640.4484432305502,Fair,41.0,0.767063729214073,2017-02-18,0
C01062,60.0,Female,South,Bachelor,Salaried,86628.30227899957,27406.48158802434,Home,,Good,32.0,0.7931531698293116,2021-12-25,1
C01063,65.0,Male,North,nan,Salaried,98234.09978036022,23883.392862190114,Auto,695.0489278915089,Fair,36.0,0.18577551112919122,2016-08-26,1
C01064,34.0,Female,East,Bachelor,Salaried,101888.47385421525,23613.989712659248,Auto,594.8322165514509,Good,48.0,0.18316339348201707,2017-05-12,0
C01065,43.0,Female,South,Bachelor,Salaried,36751.80796449822,30432.66755414496,Home,563.9633466890875,Fair,45.0,0.26899032455300786,2015-05-03,0
C01066,53.0,Female,North,Bachelor,Self-Employed,73039.25581631696,17741.622562862947,Auto,588.2225168600061,Good,53.0,0.4029309842660689,2022-04-16,0
C01067,18.0,Male,South,High School,Salaried,39840.743424649874,1000.0,Personal,646.3085187358839,Fair,37.0,0.5528235333071285,2018-07-19,0
C01068,25.0,Female,West,High School,Business,113479.61751781646,41109.679524487714,Education,556.5459668622184,Good,54.0,0.5127106983459913,2018-03-27,1
C01069,66.0,Female,East,PhD,Business,65764.43870033941,10892.601284105698,Auto,656.8064785371851,Fair,55.0,0.8251932141132452,2022-03-12,0
C01070,52.0,Female,East,Bachelor,Salaried,55745.33868186807,26954.666411386155,Home,640.3101267657245,Fair,42.0,0.22089718901525449,2016-03-16,0
C01071,69.0,Female,East,High School,Business,51144.6261828289,16593.78749354424,Home,459.31107257670783,Fair,49.0,0.6929368138687839,2017-05-14,0
C01072,32.0,Female,South,High School,Unemployed,73350.87822391228,33980.3096503486,Education,544.5368610299529,Good,48.0,0.5665535974356372,2018-06-29,0
C01073,64.0,Male,North,Bachelor,Salaried,77890.35751963573,10383.0838497415,Personal,433.5687317236885,Good,46.0,0.7263010996878887,2019-08-19,0
C01074,73.0,Female,South,Master,Salaried,23798.574915032077,12892.145013985348,Education,624.2072704216768,Good,41.0,0.39065446280473826,2021-11-21,0
C01075,39.0,Female,West,Master,Self-Employed,99921.59732630762,15022.331756669504,Auto,730.55102340095,Good,41.0,0.5006726844186962,2019-10-09,0
C01076,31.0,Female,nan,High School,Self-Employed,76772.8265889488,25542.958974564695,Personal,508.20065334289967,Good,38.0,0.12430404080815734,2019-04-11,0
C01077,43.0,Male,South,PhD,Self-Employed,99720.6103536247,22230.37051153101,Personal,550.8284885154976,Good,56.0,0.19869002271543268,2016-06-09,0
C01078,45.0,Female,North,Bachelor,Salaried,107767.66632084173,25652.082330749556,Home,637.7196599545114,Fair,34.0,0.41874627016755694,2019-09-17,0
C01079,40.0,Female,North,Bachelor,Self-Employed,62514.642767104946,21267.57043739063,Personal,570.2185228359929,Good,46.0,0.5090665299478531,2019-08-06,0
C01080,31.0,Male,South,Bachelor,Self-Employed,86422.67645460824,29320.288940468883,Auto,569.8495424699906,Poor,32.0,0.1728848591046661,2019-09-26,1
C01081,41.0,Female,East,High School,Self-Employed,,29487.99405364417,Auto,690.619557962987,Good,53.0,0.8012400117582098,2020-08-25,0
C01082,19.0,Female,North,nan,Salaried,53307.06141956396,35144.80297758265,Auto,612.8828416570309,Fair,50.0,0.9041445079835446,2021-05-29,0
C01083,62.0,Female,West,High School,Self-Employed,104309.46582611601,23437.965798799512,Business,538.4956334451514,Good,30.0,0.6069378561696116,2021-04-17,0
C01084,43.0,Male,South,High School,Salaried,46522.40625243659,23390.209913263254,Personal,493.42130824571746,Poor,53.0,0.14539163303420666,2019-12-08,0
C01085,31.0,Male,West,Master,Self-Employed,69911.71877573153,37670.08626634791,Personal,815.6305827547799,Good,40.0,0.7280022906021395,2017-02-17,0
C01086,73.0,Female,West,Bachelor,Unemployed,42306.08281314081,31974.026113985492,Auto,734.6231790922003,Good,44.0,0.28458915544282415,2015-06-10,0
C01087,68.0,Male,West,Master,Self-Employed,48609.86732884698,25187.344358764836,Home,616.1274990453487,Good,51.0,0.7236039382873485,2020-04-06,0
C01088,24.0,Female,East,Bachelor,Salaried,52371.98036551012,6055.266437266826,Personal,656.5893508747953,Good,36.0,0.46919411286401025,2015-12-06,0
C01089,20.0,Male,East,Bachelor,Salaried,101178.64569675668,3163.1860156100192,Business,613.3601703427258,Good,40.0,0.1454126578080788,2021-05-25,0
C01090,64.0,Female,East,PhD,Business,77844.20836004429,26127.063296193024,Personal,688.2842548093438,Fair,53.0,0.3369365982827368,2017-10-05,0
C01091,40.0,Male,East,High School,Business,86046.47056771342,26539.248202008934,Education,585.933922421159,Good,43.0,0.4629754661056349,2017-03-12,0
C01092,63.0,Female,East,Master,Self-Employed,19829.430053995333,12772.134803393928,Business,609.2620087642382,Fair,52.0,0.7258127903969345,2017-05-10,0
C01093,60.0,Male,nan,High School,Salaried,65866.21091899216,23538.972266697812,Home,684.1550630145872,Fair,37.0,0.21310888955552576,2017-08-19,1
C01094,64.0,Male,East,Master,Self-Employed,55437.63349842427,10868.544269268259,Business,759.0394328334805,Poor,52.0,0.34395142572880044,2015-08-30,0
C01095,62.0,Male,West,High School,Self-Employed,77308.07659780853,25721.79383724647,Business,705.6061320996579,Good,47.0,0.17100668876827924,2020-04-30,0
C01096,35.0,Male,West,Bachelor,Student,125163.14671455522,25982.208130885607,Personal,742.5435408193196,Good,58.0,0.6234359397740535,2019-01-19,1
C01097,55.0,Female,North,Master,Self-Employed,15000.0,25917.426543810812,Business,626.5686996866616,Good,40.0,0.5031307740886282,2017-04-18,0
C01098,52.0,Female,North,Bachelor,Self-Employed,74986.22855490269,23355.356540969377,Auto,603.2742194467293,Good,38.0,0.8896542035670827,2021-08-16,0
C01099,68.0,Male,South,Master,Self-Employed,120119.64022802874,17058.7772987464,Business,504.6214145688557,Good,35.0,0.7294700526974034,2018-06-08,1
C01100,32.0,Female,East,Master,Salaried,52255.3038282379,17883.064104291032,Personal,655.4148768005963,Good,36.0,0.7612042581768167,2016-08-28,0
C01101,42.0,Male,West,Master,Business,68745.9763453672,31590.985818616737,Auto,678.428527351733,Good,43.0,0.23973368905323816,2021-12-09,0
C01102,72.0,Female,South,PhD,Self-Employed,81914.24820973957,24149.148557162032,Home,627.4995953204595,Fair,41.0,0.32662914243578645,2018-04-15,1
C01103,54.0,Female,East,Bachelor,Student,15000.0,24880.889996675447,Education,591.7474005425199,Good,59.0,0.5361686118780513,2018-08-19,0
C01104,45.0,Female,East,High School,Self-Employed,71654.60827843678,20864.898174059377,Business,743.2552579882349,Good,50.0,0.11146182575141869,2022-06-01,0
C01105,27.0,Male,North,High School,Salaried,45148.38174142182,26514.49836013225,Auto,697.385320789749,Good,40.0,0.8396089220621553,2020-04-24,0
C01106,56.0,Female,East,High School,Self-Employed,116194.21976466969,29589.306885694547,Auto,748.4619087889258,Good,47.0,0.7610793246947732,2018-05-20,0
C01107,74.0,Male,West,High School,Salaried,59815.71982659411,13720.329418747035,Home,578.4815678737847,Fair,48.0,0.14924873241593348,2020-04-17,0
C01108,34.0,nan,North,Bachelor,Salaried,47241.49408327263,25927.47284507833,Home,596.8824405088983,Fair,42.0,0.8216788251771446,2023-02-11,0
C01109,56.0,Male,East,High School,Salaried,86165.79052582888,17739.16136722926,Education,740.2382932438697,Poor,42.0,0.10381489759543443,2019-03-21,0
C01110,39.0,Female,East,High School,Business,77200.3178850467,23138.53331433538,Education,646.4489690183157,Fair,37.0,0.19708642075745963,2015-06-08,0
C01111,43.0,Female,North,High School,Self-Employed,87398.36513420808,28352.365470278462,Personal,607.3171916241084,Good,39.0,0.14705987001403664,2016-07-21,0
C01112,61.0,Female,North,Master,Salaried,112760.59600934814,5482.987063492552,Education,612.5363732177871,Good,48.0,0.5072859420646013,2018-11-20,0
C01113,42.0,Male,nan,Bachelor,Self-Employed,50369.816714024906,9161.801631887456,Education,649.1689605399272,Poor,51.0,0.7664423129310601,2015-07-13,0
C01114,34.0,Female,South,Bachelor,Salaried,107975.89584089741,13406.069499818084,Auto,725.2213861876558,Fair,41.0,0.25175828756271657,2022-01-29,0
C01115,30.0,Male,North,Master,Unemployed,111936.20089898656,12696.55520278881,Business,637.9615360931309,Fair,68.0,0.7557634919654519,2017-12-27,0
C01116,37.0,Female,North,High School,Self-Employed,45787.47616750641,18376.510990972147,Business,709.2899622633333,Fair,43.0,0.25718606483652523,2022-02-02,0
C01117,42.0,Male,East,nan,Business,48208.905296601195,36923.808784619934,Education,685.0533332634536,Good,48.0,0.9419558886070142,2019-02-14,0
C01118,21.0,Male,East,Bachelor,Salaried,66180.56303791818,31784.468853753213,Personal,584.124571986427,Fair,52.0,0.8254533541550523,2018-07-23,0
C01119,27.0,Female,East,High School,Business,60008.06745358839,14194.10199152775,Personal,584.0652974009657,Good,40.0,0.726608757749624,2022-07-16,0
C01120,20.0,Male,North,Bachelor,Business,107726.37958308954,28688.83360088586,Business,616.2300056051391,Good,42.0,0.6029351596278104,2019-07-03,1
C01121,58.0,Male,West,Master,Unemployed,43401.882404364296,19567.773263112675,Home,549.7371759003299,Good,53.0,0.3061659673975442,2018-12-13,0
C01122,62.0,Male,South,Bachelor,Salaried,,23437.49284972754,Auto,,Good,43.0,0.20137747868493822,2022-11-06,0
C01123,35.0,Male,South,Master,Salaried,45862.83864659822,10191.40671729447,Education,763.5075062548539,Good,41.0,0.49126073920412916,2017-01-21,0
C01124,64.0,Female,South,High School,Self-Employed,67711.70362096903,6793.164489555886,Auto,647.6457248129473,Good,35.0,0.4422612161028584,2015-09-27,0
C01125,53.0,Female,South,High School,Salaried,118542.4499340955,27323.485338059596,Education,592.5160500434409,Good,48.0,0.6733087845726549,2023-02-27,0
C01126,64.0,Male,West,High School,Salaried,110576.03126514779,20328.45811280085,Education,793.6808488865358,Good,37.0,0.24457628863909706,2017-03-31,0
C01127,39.0,Male,West,High School,Unemployed,74463.12158946383,25225.971530633637,Business,580.2037010205347,Good,44.0,0.5778091969790023,2019-09-14,0
C01128,51.0,Male,South,High School,Salaried,80744.24201593007,35937.4759404403,Auto,577.8587774895959,Fair,47.0,0.6893476820277751,2017-10-10,1
C01129,64.0,Male,West,PhD,Student,76787.25446122412,17611.99964529957,Auto,742.2114261355025,Fair,48.0,0.3541213199006189,2021-10-30,1
C01130,25.0,Female,West,High School,Salaried,57399.86869694909,17703.646039975032,Home,699.598854470024,Good,46.0,0.7630121304196686,2022-08-13,0
C01131,57.0,Female,West,Bachelor,Business,112913.70841669293,37686.61239579193,Home,640.2455860605211,Fair,39.0,0.467066442493107,2016-03-17,0
C01132,66.0,Male,North,Bachelor,Self-Employed,97988.7656362842,20169.892803840346,Auto,712.3931674991871,Good,48.0,0.23823643149604506,2018-03-24,0
C01133,61.0,Male,East,Master,Self-Employed,70859.31908346008,11966.927512408944,Home,672.5450000921875,Good,43.0,0.2655545399228848,2016-05-28,1
C01134,36.0,Male,South,nan,Student,59578.851535861366,27356.82159292585,Home,561.0355688195881,Good,50.0,0.3370636501178752,2021-11-21,0
C01135,59.0,Female,West,Master,Salaried,61201.052611054205,17623.23855725793,Education,470.18114697392707,Good,44.0,0.2344073289574038,2020-03-22,0
C01136,58.0,Female,North,nan,Unemployed,73469.37059749023,11773.617822588174,Business,607.4491136219532,Fair,41.0,0.5784816317261323,2018-01-06,0
C01137,54.0,Male,East,Master,Self-Employed,64123.80969194966,20896.865999544087,Education,731.3693626923709,Good,33.0,0.9067699980658942,2022-06-15,1
C01138,23.0,Male,South,nan,Salaried,93487.72713009577,28266.860211079133,Home,617.8647433740039,Good,57.0,0.8616621173487385,2015-11-14,0
C01139,69.0,Female,South,Master,Unemployed,76975.67178324051,8408.178939692818,Education,,Good,51.0,0.37519088638592435,2015-11-24,0
C01140,43.0,Female,East,High School,Salaried,41156.3804122244,8175.642202307083,Education,663.8364086333801,Poor,55.0,0.8349689234710008,2020-10-07,0
C01141,51.0,Male,West,Bachelor,Business,36334.6254567427,19199.409401194906,Personal,522.9874779039201,Good,44.0,0.9109195172325449,2020-06-18,0
C01142,73.0,Male,East,Bachelor,Salaried,89769.98463710256,8999.673220226112,Education,619.5203229720263,nan,54.0,0.3500420692831496,2017-07-25,0
C01143,62.0,Male,West,Bachelor,Unemployed,36091.57751183141,7239.273180294291,Education,676.9159497834934,nan,43.0,0.8694921479728865,2023-02-24,0
C01144,23.0,Female,South,High School,Self-Employed,56284.7480289259,20061.160670084435,Business,590.9640308371725,Fair,52.0,0.9478147046897436,2015-08-13,0
C01145,54.0,Male,East,Bachelor,Salaried,54009.380836640456,31060.704735963496,Auto,622.8096382229036,Fair,46.0,0.7780210380731648,2016-01-17,0
C01146,74.0,Male,South,PhD,Self-Employed,34037.64952464233,27880.173575606383,Personal,679.3810319072834,Good,46.0,0.43168982198228156,2021-07-10,1
C01147,50.0,Female,North,High School,Salaried,72755.20340612908,18930.58971958636,Personal,655.4472499357234,Good,35.0,0.6172603639050921,2018-08-21,0
C01148,70.0,Male,East,Master,Salaried,61904.61643510992,32825.71989229576,Personal,728.5182305693536,nan,33.0,0.40955865176528405,2017-02-08,0
C01149,39.0,Female,East,Master,Salaried,49054.60583902917,37349.59576768841,Personal,678.775318487261,Good,56.0,0.9465670908506846,2015-05-11,1
C01150,38.0,Male,East,nan,Salaried,117129.67420993952,24912.21491363593,Business,578.3112501198488,Good,39.0,0.15767525204891447,2021-02-27,0
C01151,23.0,Male,East,PhD,Salaried,15000.0,16338.083613513652,Auto,614.1839964552848,Good,41.0,0.859118276309205,2017-02-25,0
C01152,23.0,Female,East,Master,Self-Employed,43415.88095578435,35626.15824670779,Business,651.5222213169708,Fair,32.0,0.16336591325610123,2017-01-14,0
C01153,72.0,Male,North,Bachelor,Self-Employed,50581.30436327806,35185.48556444603,Personal,750.3811307385531,Good,38.0,0.13586814940042885,2015-10-01,0
C01154,65.0,Female,North,High School,Self-Employed,31040.568287398964,22533.96153489225,Auto,614.485577728827,Good,46.0,0.8989485890535144,2016-11-05,1
C01155,21.0,Female,East,Bachelor,Salaried,121447.6924700496,32228.454900629753,Business,520.057339820148,Fair,46.0,0.8371896468369977,2018-06-10,0
C01156,47.0,Male,South,Master,Self-Employed,121183.92272123985,12187.153460791706,Auto,683.0425177618391,Good,38.0,0.40732748349037917,2017-10-15,0
C01157,28.0,Female,North,Master,Business,47888.51276463753,1000.0,Business,593.3301313742,Good,45.0,0.9139023600702858,2016-10-10,0
C01158,47.0,Male,South,Master,Salaried,96718.41142824432,10288.108933945523,Auto,553.6024010318773,Good,40.0,0.8325783460140633,2018-05-31,0
C01159,48.0,Female,East,High School,Unemployed,79913.54160511188,22065.696801445694,Business,651.4102259619378,Good,52.0,0.8666854443921506,2018-10-05,0
C01160,41.0,Male,South,Bachelor,Self-Employed,106402.87232200893,19258.20360156614,Personal,722.9650731356228,Good,46.0,0.6058481633198305,2020-05-25,0
C01161,72.0,Female,East,Bachelor,Business,62319.88219754628,29618.6283065109,Personal,606.9589595254236,Good,38.0,0.9145792557849661,2017-08-03,0
C01162,26.0,Male,East,High School,Salaried,75790.21307191493,5143.44500507902,Personal,687.2430415386972,Fair,56.0,0.7881448765777592,2020-08-21,0
C01163,72.0,Male,South,High School,Salaried,100063.65055551458,5338.884201259469,Business,701.1435247281825,Fair,46.0,0.8989599313715021,2015-08-07,0
C01164,20.0,Female,West,High School,Unemployed,96239.87333092799,27623.044655803053,Auto,709.3847370249972,Good,39.0,0.33928429510193014,2017-05-02,1
C01165,68.0,Female,East,Master,Business,68790.86948520434,5640.733429232963,Auto,595.0795767786049,Poor,44.0,0.5522829322330685,2015-11-01,0
C01166,48.0,Male,East,High School,Salaried,41435.614200225085,17292.465084443018,Home,565.9188456549961,Good,45.0,0.8375134047763738,2019-09-08,0
C01167,57.0,Male,East,High School,Salaried,45916.0771629231,20245.629330960714,Education,576.1435171281054,Good,38.0,0.5927696847366966,2022-01-30,0
C01168,54.0,Female,North,nan,Self-Employed,18770.389343347233,13495.108054175638,Personal,709.3231004091853,Fair,43.0,0.7809336060430621,2015-09-03,0
C01169,53.0,Female,East,Bachelor,Self-Employed,84681.69165074165,25778.61214096289,Personal,700.0544866003108,Good,56.0,0.9271324224799303,2015-07-02,0
C01170,41.0,Male,South,High School,Unemployed,70304.0986572503,1000.0,Personal,578.2137049474749,Fair,34.0,0.7838784089964639,2016-05-03,0
C01171,48.0,Male,West,High School,Salaried,72231.59400541411,38319.280899333724,Home,809.9483019757727,Good,46.0,0.3680556775199254,2022-05-01,0
C01172,23.0,Male,West,High School,Salaried,64370.84531485031,16698.63964712646,Home,569.2727025059626,Good,35.0,0.20089448117207634,2016-05-29,0
C01173,19.0,Female,East,High School,Salaried,36416.256706014334,18297.28137147331,Home,724.9598063525544,Fair,44.0,0.3318348019140376,2015-08-04,0
C01174,37.0,Male,South,High School,Salaried,72815.428086694,46935.77202426576,Personal,763.9749079403908,Good,52.0,0.6633724533595677,2018-06-01,0
C01175,45.0,Male,North,Bachelor,Salaried,80131.27646727335,6400.995447706184,Auto,658.2318204495024,Good,44.0,0.10930270711759929,2018-01-29,0
C01176,28.0,Female,South,High School,Unemployed,43295.624518183366,9549.02046167774,Personal,592.2707117314377,Good,49.0,0.26126091803145846,2017-06-06,0
C01177,21.0,Male,South,Bachelor,Self-Employed,64291.28944851012,34044.97278094602,Home,593.909147941374,Good,37.0,0.3778672483728759,2019-05-27,0
C01178,32.0,Female,South,Master,Business,48791.283024781114,4435.365081656375,Home,630.3432349727844,Fair,49.0,0.843941202083948,2021-07-30,0
C01179,23.0,Male,East,Bachelor,Salaried,59611.4530382444,24951.80440848619,Education,731.0653083551025,Fair,39.0,0.14335352612933197,2016-10-24,0
C01180,71.0,Male,North,PhD,Salaried,36615.01787032853,13937.18751150672,Business,560.0093140475115,Fair,59.0,0.14244573585029527,2019-10-10,0
C01181,66.0,Male,nan,Bachelor,Salaried,58295.059235214714,3838.5943815734663,Education,512.0925475690418,Good,54.0,0.5690151661139137,2019-10-03,0
C01182,47.0,Female,North,Bachelor,Salaried,105684.64786478112,25268.493557073034,Education,677.1541242926978,Good,53.0,0.25110131437484096,2017-04-05,1
C01183,73.0,Male,West,Master,Business,52452.16242153344,25562.573912095082,Personal,693.6209563444311,Fair,51.0,0.3058829031350686,2016-06-13,1
C01184,55.0,Female,West,High School,Salaried,47977.05481696586,20013.858548430013,Business,797.5977085099452,Good,54.0,0.25660068583244555,2016-09-16,0
C01185,68.0,Female,East,High School,Salaried,49547.06202103989,40690.88945024369,Business,546.3260768549952,Good,39.0,0.5943660669573902,2021-02-07,0
C01186,74.0,Female,East,Bachelor,Salaried,60244.61446622167,12285.026754763381,Personal,639.8895041028321,Fair,38.0,0.1472155871656691,2022-10-17,0
C01187,19.0,Male,South,Bachelor,Salaried,109808.03327481115,28665.7362382332,Auto,737.1378074090359,Good,41.0,0.8990000243351239,2016-04-30,0
C01188,32.0,Male,East,Master,Business,100142.47529941962,23273.4151362705,Personal,659.0646625702049,Fair,40.0,0.20466762760090407,2021-06-25,0
C01189,28.0,Male,South,PhD,Salaried,61414.49941078758,29715.217651023006,Auto,,Good,43.0,0.9088561768377967,2017-11-26,1
C01190,25.0,Male,South,Bachelor,Business,48929.51422702146,14959.131708698256,Auto,709.2429122697156,Fair,52.0,0.7614096758946238,2018-02-08,1
C01191,43.0,Male,East,Bachelor,Self-Employed,20975.494503940696,6153.30606964226,Business,605.0458276845052,Good,47.0,0.8038135032921953,2020-07-10,1
C01192,68.0,Female,South,Bachelor,Salaried,42217.06836344817,13179.885465799493,Personal,713.8558131465611,Poor,45.0,0.24688699931276134,2019-11-10,0
C01193,62.0,Male,East,nan,Salaried,15636.45539971548,19362.21436371902,Personal,555.9827605857294,Good,26.0,0.6692000239114028,2022-04-18,0
C01194,61.0,Male,South,Master,Business,83502.93304202802,26808.95538960813,Business,,Poor,38.0,0.7945113286019879,2020-02-05,1
C01195,22.0,Male,South,PhD,Business,98388.90445744764,20172.867637662144,Education,629.4808985815753,Good,,0.5743302090428241,2022-12-25,0
C01196,23.0,Female,North,High School,Salaried,55619.22121780117,22150.770213160293,Personal,457.7532659827575,Fair,53.0,0.5684135017187342,2022-09-07,1
C01197,43.0,Male,North,Master,Salaried,74597.3674961102,37255.62186110097,Home,656.3524727534677,Fair,48.0,0.23550133602572637,2015-07-25,0
C01198,71.0,Female,South,High School,Salaried,37775.30970319516,19757.77951793916,Home,520.0578992971466,Good,47.0,0.4520976246630313,2018-10-16,1
C01199,21.0,Male,North,High School,Salaried,16502.85052985099,14676.263833296081,Personal,671.1815390424782,Good,44.0,0.2279589661076385,2018-09-29,0
C01200,36.0,Female,North,PhD,Salaried,66391.85766241816,24403.246655707306,Auto,663.9094578587709,Poor,44.0,0.9269290949037284,2015-12-19,0
C01201,37.0,Female,West,High School,Salaried,74583.5534926282,2841.843509718263,Business,644.9028210376387,Good,29.0,0.6821225073358909,2023-01-09,0
C01202,50.0,Male,North,nan,Salaried,107599.34429330085,2820.428107709864,Auto,682.7306500653569,Fair,33.0,0.1411586368712345,2020-01-08,1
C01203,37.0,Male,East,High School,Salaried,116579.5854828895,18659.476536883983,Home,665.3148101460565,Good,72.0,0.505252726401374,2017-05-31,0
C01204,66.0,Male,South,Master,Salaried,58035.79753441282,10670.9940780369,Home,628.0249547501546,Fair,42.0,0.6422695275288468,2019-04-14,0
C01205,29.0,Male,West,High School,Unemployed,87802.86942764148,13917.6156676231,Business,787.3255235357849,Good,37.0,0.18129432370668805,2016-01-08,1
C01206,64.0,Female,South,Bachelor,Self-Employed,72877.25583673936,29347.734439106483,Home,679.4983020164332,Fair,40.0,0.6652402890303961,2021-01-02,0
